Latitude,Longitude,Label,Year,Image_URL
48.858796,2.351381,3 Rue des Juges Consuls 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016745_001.jpg?itok=-4A4oZXO
48.859305,2.353176,12 Rue Saint-Merri 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016746_001.jpg?itok=DUhyL0KX
48.859305,2.353176,12 Rue Saint-Merri 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016747_001.jpg?itok=MIfx6kkW
48.859305,2.353176,12 Rue Saint-Merri 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016748_001.jpg?itok=Pxd00sEq
48.859256,2.353067,9 Rue Saint-Merri 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016750_001.jpg?itok=xvLaPT6F
48.859305,2.352953,11 Rue Saint-Merri 75004 Paris,En 1910,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016751_001.jpg?itok=x_cDwgMz
48.859328,2.352754,13 Rue Saint-Merri 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016752_001.jpg?itok=QUAiEqIv
48.859295,2.356498,Rue des Blancs Manteaux 75004 Paris,En 1910,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016758_001.jpg?itok=r7K6EXdY
48.859678,2.355342,38 Rue des Blancs Manteaux 75004 Paris,En 1910,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016759_001.jpg?itok=4cg625VL
48.859621,2.355515,36 Rue des Blancs Manteaux 75004 Paris,En 1910,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016761_001.jpg?itok=EbZA2smt
48.859789,2.355013,40 Rue des Blancs Manteaux 75004 Paris,En 1910,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016762_001.jpg?itok=x5_JGAcP
48.8599,2.354668,42 Rue des Blancs Manteaux 75004 Paris,En 1910,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016763_001.jpg?itok=K3hk_JhE
48.859607,2.355303,37 Rue des Blancs Manteaux 75004 Paris,En 1910,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016764_001.jpg?itok=szkzRj8e
48.859607,2.355303,37 Rue des Blancs Manteaux 75004 Paris,En 1910,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016765_001.jpg?itok=sZtB7Tc6
48.858697,2.353597,20 Rue du Temple 75004 Paris,En 1912,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016768_001.jpg?itok=EBl6aaOh
48.860091,2.353717,Rue Simon Le Franc 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016769_001.jpg?itok=0qenPdxb
48.860091,2.353717,Rue Simon Le Franc 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016772_001.jpg?itok=Y-108-MK
48.858632,2.350689,12 Rue Saint-Bon 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016773_001.jpg?itok=VLbJQ2PS
48.858632,2.350689,12 Rue Saint-Bon 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016774_001.jpg?itok=3rOAo-Jb
48.854501,2.354624,Quai de l'Hôtel de Ville 75004 Paris,En 1912,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016775_001.jpg?itok=WOCWLU-X
48.85034,2.363621,1 Rue de Sully 75004 Paris,Entre 1885 et 1925,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016776_001.jpg?itok=g7ko3Ax7
48.85034,2.363621,1 Rue de Sully 75004 Paris,Entre 1885 et 1925,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016777_001.jpg?itok=cm2izKil
48.85034,2.363621,1 Rue de Sully 75004 Paris,Entre 1885 et 1925,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016778_001.jpg?itok=VBZD9G2_
48.85034,2.363621,1 Rue de Sully 75004 Paris,Entre 1885 et 1925,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016779_001.jpg?itok=eo7v2gm_
48.852804,2.361539,18 Rue des Lions Saint-Paul 75004 Paris,Entre 1885 et 1925,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016780_001.jpg?itok=6Bbp4NQB
48.852451,2.362095,Rue des Lions Saint-Paul 75004 Paris,Entre 1885 et 1925,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016781_001.jpg?itok=HSyWxMRT
48.852539,2.362058,12 Rue des Lions Saint-Paul 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016782_001.jpg?itok=0VqzNynd
48.853187,2.362342,12 Rue Charles V 75004 Paris,Entre 1885 et 1925,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016904_001.jpg?itok=nyy7sTSr
48.856327,2.365534,25 Place des Vosges 75003 Paris,En 1912,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016908_001.jpg?itok=QFcHZRL4
48.855867,2.364564,15 Place des Vosges 75004 Paris,En 1912,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016909_001.jpg?itok=KhqG_1TE
48.85554,2.366575,16 Place des Vosges 75004 Paris,En 1912,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016910_001.jpg?itok=1OsrtvpW
48.855382,2.366516,14 Place des Vosges 75004 Paris,Entre 1885 et 1925,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016911_001.jpg?itok=BosuxH5_
48.855187,2.366439,12 Place des Vosges 75004 Paris,En 1912,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031026_001.jpg?itok=hZJsIO0v
48.855297,2.364341,9 Place des Vosges 75004 Paris,En 1912,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031027_001.jpg?itok=BLyVnIhI
48.855297,2.364341,9 Place des Vosges 75004 Paris,En 1912,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031028_001.jpg?itok=zlEZvmJh
48.855297,2.364341,9 Place des Vosges 75004 Paris,En 1912,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031029_001.jpg?itok=Tvd0bHIF
48.855297,2.364341,9 Place des Vosges 75004 Paris,En 1912,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031030_001.jpg?itok=kNE6jrAK
48.854999,2.365299,1 Place des Vosges 75004 Paris,En 1912,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031031_001.jpg?itok=9zxoNtSG
48.855009,2.364998,1b Place des Vosges 75004 Paris,En 1912,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031032_001.jpg?itok=sk2ISPea
48.85506,2.364704,3 Place des Vosges 75004 Paris,En 1912,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031033_001.jpg?itok=ENbTa2FK
48.85527,2.367363,28 Rue des Tournelles 75004 Paris,En 1912,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031034_001.jpg?itok=0SnjXwRr
48.854926,2.368445,Boulevard Beaumarchais 75004 Paris,En 1912,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031035_001.jpg?itok=Iurr_B6p
48.855817,2.367381,44 Rue des Tournelles 75004 Paris,En 1911,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031037_001.jpg?itok=0CZ375O-
48.854785,2.367323,Rue des Tournelles 75004 Paris,En 1911,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031038_001.jpg?itok=uGlozWd8
48.855473,2.36737,34 Rue des Tournelles 75004 Paris,En 1911,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031036_001.jpg?itok=XwDGmIFu
48.85566,2.357026,Rue François Miron 75004 Paris,Entre 1885 et 1925,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031039_001.jpg?itok=RPLH2Vg1
48.855327,2.359257,82 Rue François Miron 75004 Paris,Entre 1885 et 1925,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031040_001.jpg?itok=T8WUv-_7
48.855423,2.358384,68 Rue François Miron 75004 Paris,Entre 1885 et 1925,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031041_001.jpg?itok=ajeTpozr
48.856155,2.357146,Rue Cloche Perce 75004 Paris,Entre 1885 et 1925,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031042_001.jpg?itok=P7whtYYx
48.858012,2.354989,24 Rue des Archives 75004 Paris,Entre 1885 et 1925,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031045_001.jpg?itok=0txmNnHF
48.858012,2.354989,24 Rue des Archives 75004 Paris,Entre 1885 et 1925,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031046_001.jpg?itok=VLbwprS-
48.852984,2.362536,15 Rue Charles V 75004 Paris,Entre 1885 et 1925,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031047_001.jpg?itok=gKevXxTS
48.852923,2.362725,Rue Charles V 75004 Paris,Entre 1885 et 1925,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031048_001.jpg?itok=ED60lLvR
48.852252,2.362926,4 Rue Beautreillis 75004 Paris,Entre 1885 et 1925,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031049_001.jpg?itok=Ln4bzQUX
48.852562,2.363147,7 Rue Beautreillis 75004 Paris,Entre 1885 et 1925,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031050_001.jpg?itok=D28ZRrlh
48.852562,2.363147,7 Rue Beautreillis 75004 Paris,Entre 1885 et 1925,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph031051_001.jpg?itok=LZIkmhyH
48.854776,2.365096,11b Rue de Birague 75004 Paris,En 1912,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016907_001.jpg?itok=7DwfUhPp
48.859963,2.357272,60 Rue des Francs Bourgeois 75003 Paris,Vers 1905,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph038829_001.jpg?itok=-NR_jmkp
48.859963,2.357272,60 Rue des Francs Bourgeois 75003 Paris,Vers 1905,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph038830_001.jpg?itok=lpgDhZMF
48.859963,2.357272,60 Rue des Francs Bourgeois 75003 Paris,Vers 1905,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph038831_001.jpg?itok=4WaEzP7_
48.859963,2.357272,60 Rue des Francs Bourgeois 75003 Paris,Vers 1905,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph038832_001.jpg?itok=4yW7z84j
48.859963,2.357272,60 Rue des Francs Bourgeois 75003 Paris,Vers 1905,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph038833_001.jpg?itok=Mu4xaykt
48.859963,2.357272,60 Rue des Francs Bourgeois 75003 Paris,Vers 1905,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph038834_001.jpg?itok=-lXskk8F
48.859963,2.357272,60 Rue des Francs Bourgeois 75003 Paris,Vers 1905,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph038835_001.jpg?itok=zQQSkyEn
48.85441,2.363701,62 Rue Saint-Antoine 75004 Paris,Vers 1905,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph038836_001.jpg?itok=68FuqFyV
48.85441,2.363701,62 Rue Saint-Antoine 75004 Paris,Vers 1905,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph038837_001.jpg?itok=Sk8Fdmqs
48.85441,2.363701,62 Rue Saint-Antoine 75004 Paris,Vers 1905,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph038838_001.jpg?itok=ot-SnieF
48.85441,2.363701,62 Rue Saint-Antoine 75004 Paris,Vers 1905,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph038839_001.jpg?itok=JIfNXKsI
48.85441,2.363701,62 Rue Saint-Antoine 75004 Paris,Vers 1905,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph038840_001.jpg?itok=lvQGDSGl
48.857065,2.361696,24 Rue Pavée 75004 Paris,Vers 1905,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph038841_001.jpg?itok=nT02RhTa
48.850576,2.358775,Rue de Bretonvilliers 75004 Paris,Vers 1905,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph038842_001.jpg?itok=3IbQnd9d
48.850469,2.358097,18 Quai de Béthune 75004 Paris,Vers 1905,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph038847_001.jpg?itok=GY8vpyst
48.857065,2.361696,24 Rue Pavée 75004 Paris,Vers 1905,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph038824_001.jpg?itok=skbuq9fw
48.861376,2.350714,58 Rue Quincampoix 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016683_001.jpg?itok=weCthKhr
48.861677,2.350873,62 Rue Quincampoix 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016684_001.jpg?itok=2LNlMowY
48.860612,2.35445,6 Rue Geoffroy l'Angevin 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016685_001.jpg?itok=tgCge6El
48.860753,2.353535,17 Rue Geoffroy l'Angevin 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016686_001.jpg?itok=U75Ynnkq
48.860753,2.353535,17 Rue Geoffroy l'Angevin 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016687_001.jpg?itok=gNVzyDqU
48.86056,2.350358,34 Rue Quincampoix 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016688_001.jpg?itok=Fu-3GBFu
48.86056,2.350358,34 Rue Quincampoix 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016689_001.jpg?itok=Ey256CBb
48.860619,2.350385,36 Rue Quincampoix 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016690_001.jpg?itok=1laSPviY
48.860825,2.350473,40 Rue Quincampoix 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016691_001.jpg?itok=hj5OC7hO
48.860977,2.350429,43 Rue Quincampoix 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016692_001.jpg?itok=xe2Th2KI
48.85986,2.349986,20 Rue Quincampoix 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016695_001.jpg?itok=lpQShabc
48.859935,2.35002,22 Rue Quincampoix 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016696_001.jpg?itok=xwIv7njy
48.860547,2.350222,Rue Quincampoix 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016697_001.jpg?itok=r3CXqKZ-
48.86117,2.350957,Rue de Venise 75004 Paris,En 1912,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016700_001.jpg?itok=Hx8Y4G4x
48.86117,2.350957,Rue de Venise 75004 Paris,En 1914,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016701_001.jpg?itok=WzPZM8ZY
48.86117,2.350957,Rue de Venise 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016703_001.jpg?itok=Zp0QlLzn
48.860776,2.353202,Rue Beaubourg 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016705_001.jpg?itok=XvQtzvl1
48.861075,2.353244,15 Rue Beaubourg 75004 Paris,En Mars 1914,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016707_001.jpg?itok=o6dpFIEE
48.86117,2.350957,Rue de Venise 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016714_001.jpg?itok=N3AdiZqo
48.85999,2.349578,Rue de la Reynie 75004 Paris,Entre 1885 et 1925,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016716_001.jpg?itok=2jsI0Y1B
48.859037,2.351248,Rue du Cloître Saint-Merri 75004 Paris,En 1908,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016718_001.jpg?itok=2ZfslVV6
48.869988,2.336911,14 Rue de Gramont 75002 Paris,Entre 1903 et 1904,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/aze_carph016480_001.jpg?itok=1yMkSxX3
48.864347,2.284954,Avenue d'Eylau 75016 Paris,27 Février 1881,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/MVH/aze_mvhpph2018.0.3215_001.jpg?itok=kQ-gVWaE
48.878425,2.372829,19 Rue des Chaufourniers 75019 Paris,En 1907,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012061_1.jpg?itok=xRt8Swys
48.878076,2.373339,20 Rue des Chaufourniers 75019 Paris,En 1907,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012062_1.jpg?itok=GX2Nwx9a
48.878108,2.373261,18 Rue des Chaufourniers 75019 Paris,En 1907,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012063_1.jpg?itok=ndbnK1Ic
48.878146,2.373167,16 Rue des Chaufourniers 75019 Paris,En 1907,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012064_1.jpg?itok=baDIVO2M
48.878379,2.372575,14 Rue des Chaufourniers 75019 Paris,En 1907,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012065_1.jpg?itok=xMHYWuhC
48.878577,2.370575,Boulevard de la Villette 75019 Paris,En 1907,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012046_1.jpg?itok=gedeNqL0
48.828474,2.332781,78 Rue de la Tombe Issoire 75014 Paris,En 1907,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph011867_1.jpg?itok=J_pdXI68
48.894818,2.340927,Rue du Poteau 75018 Paris,En 1906,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012021_1.jpg?itok=FHMHQI82
48.825397,2.314932,Boulevard Brune 75014 Paris,En 1906,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph011914_1.jpg?itok=ZLwpC6mN
48.825397,2.314932,Boulevard Brune 75014 Paris,En 1906,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph011910_1.jpg?itok=nfNo_vAr
48.825397,2.314932,Boulevard Brune 75014 Paris,En 1906,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph011902_1.jpg?itok=p6skx-4R
48.872231,2.387529,Rue des Envierges 75020 Paris,Entre 1895 et 1899,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012067_1.jpg?itok=NhAter55
48.872251,2.384671,Rue Piat 75020 Paris,Entre 1895 et 1899,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012068_1.jpg?itok=-onea4xV
48.888895,2.345598,Rue Lambert 75018 Paris,Entre 1895 et 1899,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012012_1.jpg?itok=SsnNFhkY
48.885405,2.31112,Rue Cardinet 75017 Paris,En 1898,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph011995_1.jpg?itok=U-fwRWvK
48.885405,2.31112,Rue Cardinet 75017 Paris,En 1898,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph011996_1.jpg?itok=77lH2vC0
48.885405,2.31112,Rue Cardinet 75017 Paris,En 1898,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph011997_1.jpg?itok=jQJspA9N
48.885405,2.31112,Rue Cardinet 75017 Paris,En 1898,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph011998_1.jpg?itok=3JdnyhmO
48.881514,2.299468,Rue Gustave Flaubert 75017 Paris,En 1898,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012002_1.jpg?itok=zZpq6sdj
48.854647,2.408343,Rue de la Croix Saint-Simon 75020 Paris,En 1898,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012094_1.jpg?itok=uZElIgJL
48.854647,2.408343,Rue de la Croix Saint-Simon 75020 Paris,En 1898,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012096_1.jpg?itok=usII1ORM
48.854647,2.408343,Rue de la Croix Saint-Simon 75020 Paris,En 1898,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012097_1.jpg?itok=WFUDQOpc
48.854647,2.408343,Rue de la Croix Saint-Simon 75020 Paris,En 1898,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012098_1.jpg?itok=tbyS8Txi
48.875541,2.391897,Rue de Belleville 75019 Paris,En 1898,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012049_1.jpg?itok=xc-JOQTE
48.875541,2.391897,Rue de Belleville 75019 Paris,En 1898,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012050_1.jpg?itok=jPgzpa__
48.875541,2.391897,Rue de Belleville 75019 Paris,En 1898,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012051_1.jpg?itok=C27US_w9
48.875541,2.391897,Rue de Belleville 75019 Paris,En 1898,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012052_1.jpg?itok=Mct5M2NK
48.873801,2.379724,Rue Rampal 75019 Paris,En 1898,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012056_1.jpg?itok=g1ikggIh
48.890594,2.319921,Avenue de Clichy 75017 Paris,En 1907,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012004_1.jpg?itok=PJvUK1Ca
48.888705,2.353501,Rue Léon 75018 Paris,En 1906,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012032_1.jpg?itok=TF7zD15j
48.888705,2.353501,Rue Léon 75018 Paris,En 1906,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012033_1.jpg?itok=lw-glCKo
48.896238,2.337451,Passage du Champ Marie 75018 Paris,En 1906,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012008_1.jpg?itok=mOPMcNif
48.883745,2.343173,Rue d'Orsel 75018 Paris,En 1906,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012026_1.jpg?itok=rUMsrzin
48.884155,2.345523,8 Rue d'Orsel 75018 Paris,En 1906,https://apicollections.parismusees.paris.fr/sites/default/files/styles/thumbnail/collections/atoms/images/CAR/carph012027_1.jpg?itok=lTpHDYzK
